voting_population,state,county
41959.0,01,001
167986.0,01,003
19468.0,01,005
17583.0,01,007
42978.0,01,009
7808.0,01,011
15080.0,01,013
88122.0,01,015
10334.0,21,135
18513.0,21,137
7181.0,21,139
20477.0,21,141
6972.0,21,143
50678.0,21,145
13436.0,21,147
71800.0,21,151
14407.0,21,155
24815.0,21,157
13017.0,21,161
21857.0,21,163
16486.0,21,167
7683.0,21,169
21267.0,21,173
10749.0,21,175
34854.0,21,179
5493.0,21,181
48636.0,21,185
8427.0,21,187
11169.0,21,191
46383.0,21,195
9202.0,21,197
1613.0,21,201
13096.0,21,203
13574.0,21,207
40955.0,21,209
13726.0,21,213
14541.0,21,215
8818.0,21,219
6501.0,21,223
11781.0,21,225
9115.0,21,229
15884.0,21,231
26854.0,21,235
5512.0,21,237
83013.0,23,001
54236.0,23,003
24380.0,23,007
44632.0,23,009
32383.0,23,013
28298.0,23,015
122200.0,23,019
13839.0,23,021
40605.0,23,025
24895.0,23,029
164608.0,23,031
259613.0,27,003
25741.0,27,005
34636.0,27,007
29389.0,27,009
3869.0,27,011
51993.0,27,013
19371.0,27,015
27397.0,27,017
73748.0,27,019
23198.0,27,021
8661.0,27,023
42728.0,27,025
9749.0,47,121
145976.0,47,125
5118.0,47,127
23424.0,47,131
17349.0,47,133
4085.0,47,137
13538.0,47,139
24834.0,47,143
43079.0,47,145
232276.0,47,149
16766.0,47,151
11712.0,47,153
669521.0,47,157
15155.0,47,159
126121.0,47,163
139687.0,47,165
8853.0,47,169
14410.0,47,171
4646.0,47,175
29766.0,47,177
13694.0,47,181
26669.0,47,183
161249.0,47,187
104202.0,47,189
36917.0,49,003
83427.0,49,005
440.0,49,009
230826.0,49,011
6981.0,49,015
3705.0,49,017
7239.0,49,019
36926.0,49,021
7507.0,49,023
5944.0,49,025
8468.0,49,027
7661.0,49,029
1462.0,49,031
1529.0,49,033
755607.0,49,035
10568.0,49,037
21713.0,49,039
14961.0,49,041
29352.0,49,043
45615.0,49,045
23570.0,49,047
390252.0,49,049
21518.0,49,051
122422.0,49,053
1878.0,49,055
174590.0,49,057
28550.0,50,003
23978.0,50,005
5071.0,50,009
37972.0,50,011
19694.0,50,015
23406.0,50,017
47688.0,50,021
46918.0,50,023
44242.0,50,027
24044.0,51,001
7377.0,27,165
78716.0,29,037
64078.0,29,043
15593.0,29,049
18443.0,29,055
6130.0,29,061
10325.0,29,067
11621.0,29,073
7295.0,29,079
7877.0,29,085
30254.0,29,091
87289.0,29,097
41509.0,29,101
25107.0,29,107
42769.0,29,113
15568.0,29,119
6900.0,29,125
19193.0,29,131
6738.0,29,137
13199.0,29,143
8155.0,29,149
12048.0,29,155
6424.0,29,203
26396.0,29,209
19999.0,29,215
18971.0,29,221
1581.0,29,227
236032.0,29,510
136796.0,12,005
1299369.0,12,011
123455.0,12,017
54442.0,12,023
693803.0,12,031
9803.0,12,037
10971.0,12,043
18552.0,12,049
81061.0,12,055
124830.0,12,061
6548.0,12,067
229275.0,12,073
6697.0,12,077
283985.0,12,083
57077.0,12,087
30131.0,12,093
323.0,31,005
3979.0,31,011
2205.0,31,017
6051.0,31,023
10005.0,27,159
2708.0,31,029
4590.0,31,035
6353.0,31,039
7055.0,31,045
3984.0,31,051
1383.0,31,057
2099.0,31,063
1460.0,31,069
512.0,31,075
6954.0,31,081
20671.0,01,019
32448.0,01,021
10184.0,01,023
18685.0,01,025
10436.0,01,027
11444.0,01,029
38934.0,01,031
43014.0,01,033
9672.0,01,035
8879.0,01,037
10583.0,01,041
63621.0,01,043
28727.0,01,047
49880.0,01,049
28449.0,01,053
79102.0,01,055
21955.0,01,059
6441.0,01,063
11322.0,01,065
79826.0,01,069
40444.0,01,071
10730.0,01,075
73356.0,01,077
123723.0,01,081
7664.0,01,085
15205.0,01,087
14607.0,01,091
23370.0,01,093
311790.0,01,097
16390.0,01,099
88342.0,01,103
15448.0,01,107
25976.0,01,109
43300.0,01,113
68051.0,01,115
9927.0,01,119
31730.0,01,123
160422.0,01,125
12831.0,01,129
8002.0,01,131
1090922.0,06,001
887.0,06,003
170879.0,06,007
12658.0,06,011
773974.0,06,013
145562.0,06,017
603614.0,06,019
26117.0,01,017
106928.0,06,023
103406.0,06,025
529778.0,06,029
93221.0,06,031
24476.0,06,035
93350.0,06,039
185437.0,06,041
14065.0,06,043
62393.0,06,045
152160.0,06,047
6801.0,06,049
47165.0,27,027
6646.0,27,029
4365.0,27,031
8053.0,27,033
50579.0,27,035
305278.0,27,037
15016.0,27,039
29625.0,27,041
10500.0,27,043
15707.0,27,045
35300.0,27,049
4561.0,27,051
14524.0,27,055
16703.0,27,057
35632.0,27,061
12713.0,27,065
30745.0,27,067
9847.0,27,071
5260.0,27,073
2995.0,27,077
21283.0,27,079
18220.0,27,083
26976.0,27,085
7171.0,27,089
15399.0,27,091
19589.0,27,095
25085.0,27,097
6310.0,27,101
25810.0,27,103
4877.0,27,107
111233.0,27,109
10707.0,27,113
23408.0,27,115
23348.0,27,119
8769.0,27,121
3015.0,27,125
11337.0,27,127
48851.0,27,131
7002.0,27,133
159941.0,27,137
102927.0,27,139
10877.0,27,143
117942.0,27,145
7332.0,27,149
6991.0,27,151
2604.0,27,155
16767.0,27,157
13905.0,27,161
190319.0,27,163
4890.0,27,167
40644.0,27,169
97136.0,27,171
7391.0,27,173
19819.0,29,001
13478.0,29,003
4148.0,29,005
19340.0,29,007
26792.0,29,009
8889.0,29,011
12080.0,51,005
10107.0,51,007
12278.0,51,011
169450.0,51,013
3543.0,51,017
62426.0,51,019
26753.0,51,023
13496.0,51,025
13805.0,51,029
43264.0,51,031
24154.0,51,035
5819.0,51,036
9287.0,51,037
11422.0,51,043
4202.0,51,045
7920.0,51,049
11707.0,51,051
8881.0,51,057
745748.0,51,059
12512.0,51,063
21213.0,51,065
64612.0,51,069
13177.0,51,071
19079.0,51,075
12848.0,51,077
9562.0,51,081
26954.0,51,083
234661.0,51,087
40712.0,51,089
28736.0,51,093
59109.0,51,095
5682.0,51,097
19791.0,51,099
13042.0,51,101
8805.0,51,103
19149.0,51,105
253875.0,51,107
28639.0,51,109
9693.0,51,111
10359.0,51,113
7437.0,51,115
24466.0,51,117
8885.0,51,119
78166.0,51,121
11952.0,51,125
17389.0,51,127
9230.0,51,131
10322.0,51,133
12055.0,51,135
28063.0,51,137
18937.0,51,139
14471.0,51,141
23653.0,51,145
18738.0,51,147
29522.0,51,149
27906.0,51,155
5891.0,51,157
73205.0,51,161
2108.0,31,087
4826.0,31,093
4815.0,31,099
2858.0,31,105
26392.0,31,111
370.0,31,117
3495.0,31,123
5458.0,31,127
3187.0,31,175
7294.0,31,179
10387.0,31,185
39185.0,32,005
1312.0,32,011
4123.0,32,017
35643.0,32,023
331888.0,32,031
49323.0,33,001
26080.0,33,007
119240.0,33,013
34814.0,33,019
89006.0,22,005
27818.0,22,011
182804.0,22,017
5279.0,22,023
14620.0,22,029
5232.0,22,035
14961.0,22,041
25699.0,22,047
23303.0,22,053
36885.0,22,101
3392.0,22,107
17058.0,22,111
34956.0,22,117
8417.0,22,123
36622.0,36,003
59242.0,36,009
64915.0,36,015
47925.0,36,021
224741.0,36,027
30556.0,36,031
45207.0,36,037
48519.0,36,043
20178.0,36,049
566793.0,36,055
1186147.0,36,061
350237.0,36,067
32195.0,36,073
74088.0,36,079
337311.0,36,085
19186.0,37,007
36593.0,37,013
114311.0,37,019
148747.0,37,025
56337.0,37,031
54302.0,37,037
75168.0,37,045
243792.0,37,051
124797.0,37,057
236778.0,06,053
96214.0,06,055
79684.0,06,057
2094494.0,06,059
290875.0,06,061
15451.0,06,063
1590051.0,06,065
1055095.0,06,067
39680.0,06,069
1384076.0,06,071
2296505.0,06,073
652668.0,06,075
467710.0,06,077
220306.0,06,079
505583.0,06,081
1172801.0,06,085
194296.0,06,087
2434.0,06,091
313111.0,06,095
357036.0,06,097
62113.0,06,101
46451.0,06,103
261092.0,06,107
44405.0,06,109
148328.0,06,113
52381.0,06,115
15043.0,05,003
34194.0,05,005
28821.0,05,009
4180.0,05,013
20298.0,05,015
17764.0,05,019
11495.0,05,021
6236.0,05,025
18457.0,05,027
79166.0,05,031
34678.0,05,035
12355.0,05,037
8268.0,05,041
14199.0,05,043
13651.0,05,047
9719.0,05,049
13960.0,05,053
15186.0,05,057
26288.0,05,059
27880.0,05,063
11169.0,05,065
10185.0,06,051
52689.0,05,069
18481.0,05,071
12808.0,05,075
10843.0,05,079
9579.0,05,081
53749.0,05,085
12372.0,05,087
32732.0,05,091
5431.0,05,095
7110.0,05,097
12427.0,29,013
15867.0,29,015
9535.0,29,017
136471.0,29,019
66550.0,29,021
32303.0,29,023
6878.0,29,025
35200.0,29,027
37247.0,29,029
60603.0,29,031
6743.0,29,033
4604.0,29,035
10627.0,29,039
5735.0,29,041
5213.0,29,045
182699.0,29,047
58377.0,29,051
13616.0,29,053
5989.0,29,057
12706.0,29,059
9775.0,29,063
11953.0,29,065
21380.0,29,069
79098.0,29,071
4856.0,29,075
226722.0,29,077
6295.0,29,081
16814.0,29,083
3477.0,29,087
7845.0,29,089
8033.0,29,093
515332.0,29,095
171401.0,29,099
2984.0,29,103
26748.0,29,105
27774.0,29,109
7606.0,29,111
9143.0,29,115
11714.0,29,117
11538.0,29,121
9323.0,29,123
21699.0,29,127
2709.0,29,129
10409.0,29,133
11826.0,29,135
8798.0,29,139
15712.0,29,141
43334.0,29,145
18399.0,29,147
10484.0,29,151
7379.0,29,153
14536.0,29,157
30161.0,29,159
33794.0,29,161
14005.0,29,163
76420.0,29,165
24542.0,29,167
39694.0,29,169
3648.0,29,171
18355.0,51,163
21670.0,51,167
17659.0,51,169
24233.0,51,173
14306.0,51,175
104357.0,51,179
5210.0,51,181
33056.0,51,185
30260.0,51,187
14092.0,51,193
30453.0,51,195
50451.0,51,199
108334.0,51,510
5087.0,51,530
37130.0,51,540
12997.0,51,570
4373.0,51,580
30892.0,51,590
15649.0,51,600
10075.0,51,610
21581.0,51,630
4349.0,51,640
39689.0,51,660
16361.0,51,670
63349.0,51,680
24300.0,51,683
9238.0,51,690
132334.0,51,700
3335.0,51,720
23822.0,51,730
71632.0,51,740
15745.0,51,750
73216.0,51,770
19952.0,51,775
19508.0,51,790
68081.0,51,800
336443.0,51,810
16556.0,51,820
12722.0,51,830
19443.0,51,840
9200.0,53,001
17584.0,53,003
135218.0,53,005
52830.0,53,007
62078.0,53,009
347084.0,53,011
3183.0,53,013
81753.0,53,015
27044.0,53,017
6357.0,53,019
50228.0,53,021
1723.0,53,023
56827.0,53,025
56969.0,53,027
66907.0,53,029
1524945.0,53,033
207373.0,53,035
38016.0,53,037
60016.0,53,041
225405.0,37,063
50793.0,37,069
6608.0,37,075
387065.0,37,081
49942.0,37,087
3794.0,37,095
141405.0,37,101
42247.0,37,107
27891.0,37,113
742205.0,37,119
47506.0,37,167
10806.0,37,173
162002.0,37,179
15913.0,37,185
88457.0,37,191
28192.0,37,197
641497.0,34,003
74527.0,34,009
222747.0,34,015
250756.0,34,021
354823.0,34,027
48431.0,34,033
354386.0,34,039
267051.0,18,003
9242.0,18,009
15442.0,18,015
20049.0,18,021
22901.0,18,027
32564.0,18,033
138919.0,18,039
57806.0,18,085
84596.0,18,091
666616.0,18,097
27756.0,18,103
53894.0,18,109
4742.0,18,115
13086.0,18,121
129652.0,18,127
29503.0,18,133
12864.0,18,139
18389.0,18,143
17459.0,18,149
8071.0,18,155
5533.0,18,161
83388.0,18,167
46404.0,18,173
20879.0,18,179
173864.0,25,001
13554.0,25,007
353423.0,25,013
8407.0,25,019
38897.0,39,037
58663.0,39,043
935900.0,39,049
71542.0,39,055
606735.0,39,061
11900.0,39,067
32647.0,39,071
43758.0,39,077
6381.0,05,099
6209.0,05,101
18166.0,05,103
8025.0,05,105
13493.0,05,107
8095.0,05,109
17912.0,05,111
14863.0,05,113
47232.0,05,115
6448.0,05,117
289726.0,05,119
13459.0,05,121
19241.0,05,123
90708.0,05,125
7759.0,05,127
6321.0,05,129
91522.0,05,131
10089.0,05,133
13595.0,05,135
10089.0,05,137
29191.0,05,139
162559.0,05,143
58873.0,05,145
14797.0,05,149
653383.0,09,003
142847.0,09,005
636220.0,09,009
206088.0,09,011
90722.0,09,015
528025.0,11,001
3360.0,02,016
210915.0,02,020
585.0,02,060
4860.0,02,063
2121.0,02,068
3306.0,02,070
1666.0,02,100
1779.0,02,105
44994.0,02,122
10444.0,02,130
4893.0,02,158
77456.0,02,170
6355.0,02,180
4933.0,02,188
2494.0,02,195
6440.0,02,220
1089.0,02,230
1942.0,02,275
432.0,02,282
3791.0,02,290
11497.0,08,003
10985.0,08,007
2721.0,08,009
246488.0,08,013
51028.0,08,014
1355.0,08,017
5942.0,08,021
3018.0,08,023
8046.0,29,173
19299.0,29,175
17654.0,29,177
5096.0,29,179
10409.0,29,181
298868.0,29,183
7551.0,29,185
14009.0,29,186
52085.0,29,187
747107.0,29,189
16992.0,29,195
3373.0,29,197
3487.0,29,199
29123.0,29,201
4536.0,29,205
22813.0,29,207
4564.0,29,211
43183.0,29,213
15509.0,29,217
26707.0,29,219
10403.0,29,223
28336.0,29,225
13539.0,29,229
206733.0,12,001
21768.0,12,003
22018.0,12,007
469493.0,12,009
11213.0,12,013
157274.0,12,015
160563.0,12,019
267645.0,12,021
26405.0,12,027
13420.0,12,029
243973.0,12,033
90102.0,12,035
34457.0,12,039
13830.0,12,041
12475.0,12,045
11293.0,12,047
24224.0,12,051
151783.0,12,053
1015482.0,12,057
15414.0,12,059
37916.0,12,063
11622.0,12,065
274630.0,12,069
566234.0,12,071
32220.0,12,075
14713.0,12,079
297322.0,12,081
127588.0,12,085
1614920.0,12,086
67622.0,12,089
155104.0,12,091
939538.0,12,095
242760.0,12,097
1045967.0,12,099
410190.0,12,101
772549.0,12,103
8369.0,53,043
29408.0,53,047
17913.0,53,049
647820.0,53,053
14068.0,53,055
9476.0,53,059
569891.0,53,061
35167.0,53,065
215122.0,53,067
44993.0,53,071
170359.0,53,073
147259.0,53,077
13245.0,54,001
17194.0,54,005
11236.0,54,007
74175.0,54,011
5830.0,54,013
6675.0,54,015
34071.0,54,019
6594.0,54,021
27980.0,54,025
18870.0,54,027
10686.0,54,031
52872.0,54,033
43242.0,54,037
143553.0,54,039
15925.0,54,043
25867.0,54,045
44760.0,54,049
24829.0,54,051
46987.0,54,055
21622.0,54,057
85181.0,54,061
10600.0,54,063
19583.0,54,067
33564.0,54,069
5779.0,54,071
5987.0,54,073
6903.0,54,075
26958.0,54,077
43796.0,54,079
58479.0,54,081
23106.0,54,083
7718.0,54,085
10835.0,54,087
10596.0,54,089
13383.0,54,091
5860.0,54,093
6998.0,54,095
19424.0,54,097
31540.0,54,099
6631.0,54,101
12181.0,54,103
4559.0,54,105
66313.0,54,107
16548.0,54,109
12034.0,55,003
4168.0,08,027
24071.0,08,029
1599.0,08,033
244526.0,08,035
37877.0,08,037
20330.0,08,039
519865.0,08,041
39487.0,08,043
38721.0,08,045
4975.0,08,047
12499.0,08,049
13863.0,08,051
664.0,08,053
5645.0,08,055
1115.0,08,057
449115.0,08,059
1050.0,08,061
5111.0,08,063
5991.0,08,065
45092.0,08,067
272393.0,08,069
11364.0,08,071
4320.0,08,073
17618.0,08,075
116799.0,08,077
9241.0,08,081
20054.0,08,083
18850.0,08,087
4127.0,08,091
15425.0,08,093
14056.0,08,097
8301.0,08,099
4743.0,08,103
8179.0,08,105
5035.0,08,109
6253.0,08,113
1633.0,08,115
20441.0,08,119
3715.0,08,121
6503.0,08,125
410326.0,10,003
179234.0,10,005
8774.0,30,003
4676.0,30,005
8745.0,30,009
1052.0,30,011
4390.0,30,015
1338.0,30,019
6942.0,30,021
2147.0,30,025
8757.0,30,027
87643.0,30,031
814.0,30,033
672.0,30,037
11768.0,30,041
9450.0,30,043
22894.0,30,047
53576.0,30,049
16029.0,30,053
56070.0,12,107
193885.0,12,109
237070.0,12,111
137129.0,12,113
347720.0,12,115
345987.0,12,117
118146.0,12,119
33472.0,12,121
17214.0,12,123
12236.0,12,125
435968.0,12,127
25597.0,12,129
54946.0,12,131
19775.0,12,133
22986.0,31,001
4737.0,31,003
464.0,31,007
379.0,31,009
7765.0,31,013
1523.0,31,015
36790.0,31,019
5022.0,31,021
19620.0,31,025
6298.0,31,027
4442.0,31,031
7175.0,31,033
5132.0,31,037
8106.0,31,041
11954.0,31,043
14721.0,31,047
1421.0,31,049
26089.0,31,053
389248.0,31,055
4418.0,31,059
2404.0,31,061
3605.0,31,065
16546.0,31,067
1630.0,31,071
1601.0,31,073
1809.0,31,077
39467.0,31,079
2556.0,31,083
680.0,31,085
7523.0,31,089
594.0,31,091
5536.0,31,095
4057.0,31,097
6369.0,31,101
668.0,31,103
514264.0,12,105
6325.0,31,107
231986.0,31,109
626.0,31,113
560.0,31,115
24589.0,31,119
5938.0,31,121
2725.0,31,125
3307.0,31,129
11550.0,31,131
34968.0,55,005
192064.0,55,009
10323.0,55,011
37687.0,55,015
49653.0,55,017
44328.0,55,021
12839.0,55,023
69226.0,55,027
22774.0,55,029
35706.0,55,033
81778.0,55,035
78625.0,55,039
7180.0,55,041
28217.0,55,045
14462.0,55,047
4822.0,55,051
15822.0,55,053
21041.0,55,057
124305.0,55,059
93824.0,55,063
12333.0,55,065
22446.0,55,069
61639.0,55,071
32471.0,55,075
12321.0,55,077
676710.0,55,079
33983.0,55,081
30147.0,55,083
139975.0,55,087
68806.0,55,089
33128.0,55,093
34247.0,55,095
10938.0,55,099
145801.0,55,101
121036.0,55,105
11140.0,55,107
48229.0,55,111
13306.0,55,113
31869.0,55,115
86978.0,55,117
15402.0,55,119
21421.0,55,121
22544.0,55,123
18194.0,55,125
78929.0,55,127
12678.0,55,129
104557.0,55,131
307646.0,55,133
40017.0,55,135
19569.0,55,137
133411.0,55,139
56303.0,55,141
30822.0,56,001
8589.0,56,003
33484.0,56,005
11140.0,56,007
10169.0,56,009
5527.0,56,011
29588.0,56,013
1435.0,30,055
1430.0,30,059
3500.0,30,061
3717.0,30,065
379.0,30,069
3030.0,30,071
1362.0,30,075
5895.0,30,077
859.0,30,079
34955.0,30,081
8099.0,30,083
7305.0,30,085
6471.0,30,087
9650.0,30,089
2630.0,30,091
27469.0,30,093
7473.0,30,095
2899.0,30,097
4614.0,30,099
3867.0,30,101
543.0,30,103
5731.0,30,105
1689.0,30,107
769.0,30,109
121525.0,30,111
13276.0,13,001
5216.0,13,003
8056.0,13,005
2487.0,13,007
14019.0,13,011
57017.0,13,013
12298.0,13,017
113834.0,13,021
10230.0,13,023
11813.0,13,027
26343.0,13,029
16520.0,13,033
19117.0,13,035
39846.0,13,039
87102.0,13,045
51147.0,13,047
218674.0,13,051
8145.0,13,053
179493.0,13,057
97561.0,13,059
189559.0,13,063
523077.0,13,067
30945.0,13,069
110806.0,13,073
12536.0,13,075
9739.0,13,079
16916.0,13,081
20039.0,13,085
522342.0,13,089
16519.0,13,091
66379.0,13,095
102086.0,13,097
2875.0,13,101
14792.0,13,105
2053.0,31,133
2144.0,31,135
6723.0,31,137
5358.0,31,139
22734.0,31,141
3928.0,31,143
8112.0,31,145
6181.0,31,147
1120.0,31,149
9443.0,31,151
129211.0,31,153
16121.0,31,155
26271.0,31,157
13093.0,31,159
4018.0,31,161
2392.0,31,163
971.0,31,165
4357.0,31,167
3856.0,31,169
460.0,31,171
4567.0,31,173
15345.0,31,177
2723.0,31,181
593.0,31,183
18120.0,32,001
1486838.0,32,003
36366.0,32,007
816.0,32,009
11483.0,32,013
3790.0,32,015
41799.0,32,019
3745.0,32,021
5104.0,32,027
3278.0,32,029
7428.0,32,033
40354.0,32,510
40645.0,33,003
61618.0,33,005
73156.0,33,009
313559.0,33,011
243728.0,33,015
103136.0,33,017
45774.0,22,001
18681.0,22,003
17273.0,22,007
30806.0,22,009
10292.0,22,013
93452.0,22,015
149315.0,22,019
7660.0,22,021
7483.0,22,025
12951.0,22,027
20757.0,22,031
329245.0,22,033
15746.0,22,037
24117.0,22,039
17183.0,22,043
51304.0,22,045
12356.0,22,049
10458.0,56,015
6764.0,56,019
74963.0,56,021
14004.0,56,023
1868.0,56,027
22947.0,56,029
23656.0,56,033
7404.0,56,035
17153.0,56,039
14112.0,56,041
5498.0,56,045
14091.0,72,001
41560.0,72,005
20461.0,72,007
21778.0,72,011
68161.0,72,013
19210.0,72,017
21819.0,72,019
39190.0,72,023
102184.0,72,025
25326.0,72,027
119237.0,72,031
18758.0,72,033
9107.0,72,037
13000.0,72,039
30910.0,72,043
15196.0,72,045
1042.0,72,049
28421.0,72,051
9221.0,72,054
12728.0,72,055
32172.0,72,057
69657.0,72,061
37384.0,72,063
13061.0,72,067
41885.0,72,069
11173.0,72,073
35748.0,72,075
18483.0,72,079
20286.0,72,081
6484.0,72,083
29808.0,72,085
19909.0,72,087
14435.0,72,089
30641.0,72,091
4700.0,72,093
8565.0,72,095
59791.0,72,097
28443.0,72,099
24433.0,72,101
20341.0,72,103
22284.0,72,105
16163.0,72,107
13529.0,72,109
15416.0,72,111
108500.0,72,113
18752.0,72,115
16526.0,13,107
21355.0,13,111
82618.0,13,113
150514.0,13,117
753092.0,13,121
23940.0,13,123
64271.0,13,127
40410.0,13,129
13998.0,13,133
562371.0,13,135
128787.0,13,139
22419.0,13,143
27016.0,13,145
20415.0,13,147
8970.0,13,149
165400.0,13,151
112229.0,13,153
7335.0,13,155
51114.0,13,157
10563.0,13,159
10999.0,13,161
11630.0,13,163
6663.0,13,165
7856.0,13,167
21855.0,13,169
14792.0,13,171
8038.0,13,173
35347.0,13,175
21718.0,13,177
43056.0,13,179
6248.0,13,181
13465.0,13,183
26510.0,13,187
11867.0,13,191
10478.0,13,193
6398.0,13,197
16513.0,13,199
16728.0,13,205
7008.0,13,209
14349.0,13,211
143164.0,13,215
78277.0,13,217
11637.0,13,221
117500.0,13,223
25209.0,13,227
14144.0,13,231
29528.0,13,233
17125.0,13,237
1909.0,13,239
5040.0,13,243
64807.0,13,247
3996.0,13,249
6506.0,13,253
49676.0,13,255
3935.0,13,259
22097.0,13,261
1341.0,13,265
6353.0,13,269
11678.0,13,271
33306.0,13,275
309884.0,22,051
180213.0,22,055
73712.0,22,057
11209.0,22,059
36617.0,22,061
102354.0,22,063
8406.0,22,065
19070.0,22,067
29385.0,22,069
302981.0,22,071
114964.0,22,073
16960.0,22,075
16945.0,22,077
96527.0,22,079
6457.0,22,081
15533.0,22,083
18231.0,22,085
33133.0,22,087
39309.0,22,089
7918.0,22,091
16218.0,22,093
31813.0,22,095
60146.0,22,097
40144.0,22,099
191697.0,22,103
99089.0,22,105
81097.0,22,109
43900.0,22,113
36496.0,22,115
29858.0,22,119
20001.0,22,121
12633.0,22,125
11144.0,22,127
235813.0,36,001
856699.0,36,005
149025.0,36,007
61096.0,36,011
100188.0,36,013
37270.0,36,017
63999.0,36,019
38163.0,36,023
36486.0,36,025
707808.0,36,029
39948.0,36,033
42474.0,36,035
38778.0,36,039
3836.0,36,041
82810.0,36,045
1662118.0,36,047
50773.0,36,051
56539.0,36,053
37445.0,36,057
970972.0,36,059
165128.0,36,063
174242.0,36,065
86024.0,36,069
267427.0,36,071
91930.0,36,075
39536.0,72,119
17888.0,72,121
25109.0,72,125
251573.0,72,127
29699.0,72,129
16930.0,72,133
57608.0,72,135
51982.0,72,139
22677.0,72,141
41192.0,72,145
6869.0,72,147
17310.0,72,149
28187.0,72,153
44815.0,48,001
60407.0,48,005
18691.0,48,007
1469.0,48,011
34026.0,48,013
4416.0,48,017
18260.0,48,019
2699.0,48,023
25086.0,48,025
1339329.0,48,029
