FIPS,crime
55137.0,37.5
55051.0,7.0
55053.0,16.0
55055.0,123.0
55057.0,67.0
55059.0,391.0
55061.0,23.0
55063.0,163.0
55067.0,0.0
55069.0,55.0
55071.0,142.5
55075.0,28.0
55077.0,11.0
55078.0,0.0
,198.0
55079.0,8762.5
55089.0,68.5
55081.0,73.0
55083.0,37.0
55085.0,56.0
55087.0,240.16666666666669
55139.0,407.1666666666667
55091.0,12.0
55093.0,24.0
55109.0,72.0
55095.0,77.0
55097.0,115.0
55099.0,11.0
55101.0,414.0
55103.0,16.0
55107.0,16.0
55113.0,46.0
55117.0,212.0
55119.0,35.0
55121.0,19.0
55123.0,15.0
55125.0,7.0
55127.0,106.0
55129.0,32.0
55131.0,118.0
55133.0,283.5
55135.0,79.5
55141.0,64.5
56001.0,67.0
56003.0,3.0
56005.0,116.0
56007.0,36.0
56009.0,22.0
56011.0,5.0
56013.0,49.0
56015.0,23.0
56017.0,15.0
56019.0,12.0
56021.0,222.0
56023.0,18.0
56025.0,214.0
56027.0,9.0
56029.0,52.0
56031.0,7.0
56033.0,12.0
56035.0,3.0
56037.0,82.0
56039.0,0.0
56041.0,32.0
56043.0,10.0
56045.0,10.0
,78.0
